Restaurant_ID,Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
234,China Hot,1,Noida,"C Block Market, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3618487,28.5697922,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,22
235,China Hot Pot,1,Noida,"D Block Market, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32827835,28.57456872,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,6
236,China Leaf,1,Noida,"Shop 17, Ashirwad Complex, Sector 104, Near, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36627284,28.53928884,"Chinese, Thai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,115
237,China Town,1,Noida,"Near Metlife, Sector 135, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4027231,28.500375,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
238,Chination,1,Noida,"Sector 110, Noida",Sector 110,"Sector 110, Noida",77.3869852,28.53309897,Chinese,700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
239,Chinese By Nature,1,Noida,"GDA Market, Near HDFC Bank",Sector 110,"Sector 110, Noida",77.38746263,28.53393492,Chinese,400,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,19
240,Chinese Chilli Seasonal,1,Noida,"Near Eldeco Studio, A Block, Sector 93, Noida",Sector 93,"Sector 93, Noida",77.3851484,28.5136416,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
241,Chinese Chilli Sizzler,1,Noida,"Block C, Tout Mall Market, Near Mother Dairy, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.371174,28.6139194,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5
242,Chinese Chilly Sizzler,1,Noida,"Near Golf Course Metro Station Gate 1, Sector 36, Near, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.3457285,28.5699307,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
243,Chinese Fast Food Corner,1,Noida,"Near Green Boulvard Building, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.368349,28.6238525,Chinese,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
244,Chinese Food Corner,1,Noida,"Near DLF IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",0,0,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
245,Chinese Hot,1,Noida,"Opposite Amprapali Corporate Tower 2, C Block, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3672105,28.6139563,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
246,Chip Chap Shahi Corner,1,Noida,"C-117, Near Kohli Dharam Kanta, Sector 10, Noida",Sector 10,"Sector 10, Noida",77.3251735,28.5949741,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,12
247,Chocadoodledoo,1,Noida,"802, Tower 32, Lotus Boulevard Espacia, Opposite Pathways School, Sector 100, Near Sector 47, Noida",Sector 47,"Sector 47, Noida",0,0,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
248,Choco Bee,1,Noida,"B 3, Sector 2, Noida",Sector 2,"Sector 2, Noida",77.3123862,28.5850552,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
249,Choco House,1,Noida,"F-28, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.361738,28.5695102,Desserts,450,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,18
250,Choco N Lush,1,Noida,"Sector 51, Noida",Sector 51,"Sector 51, Noida",77.3672447,28.5783055,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
251,Chocolate Fountain,1,Noida,"Food Court, 3rd Floor, Great India Palace Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3253979,28.5671588,Desserts,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
252,Chocolate Therapy by Nishi,1,Noida,"A-811, Jalvayu Towers, Sector 47, Noida",Sector 47,"Sector 47, Noida",77.3724136,28.55276,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
253,Chocopur,1,Noida,"Near HDFC ATM, Sector 49, Noida",Sector 49,"Sector 49, Noida",77.3719832,28.5573976,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,11
254,Choicest Cakes,1,Noida,"Vivek Vihar, Sector 82, Sector 93, Noida",Sector 93,"Sector 93, Noida",77.3856446,28.5144055,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
255,Chopaal,1,Noida,"A-2, 3rd Floor, The Great India Place Mall, Sector 38-A, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3253081,28.5671503,"Chinese, North Indian, South Indian, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,2,Red,Poor,161
256,Chopaal Marwari,1,Noida,"3rd Floor, The Great India Place, Sector 38-A,  Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.325482,28.5670755,"North Indian, Rajasthani",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,102
257,Chung-Fu,1,Noida,"H 38, Sector 51, Noida",Sector 51,"Sector 51, Noida",0,0,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
258,Cinnabon & Auntie Anne's,1,Noida,"Atrium Cafí©, Ground Floor, Logix City Centre, Sector 32, Near Sector 31, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3539094,28.574221,"Desserts, Beverages",500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,6
259,City Hut,1,Noida,"Near HP Petrol Pump, Main Dadri Road, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3591531,28.5615185,"North Indian, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,27
260,Club 44,1,Noida,"A Block Market, Above Andhra Bank, Sector 44, Noida",Sector 44,"Sector 44, Noida",77.3321849,28.5580118,North Indian,800,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,11
261,Club Ice Cube,1,Noida,"313, 3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3264748,28.5680674,"North Indian, Continental, Chinese",2400,Indian Rupees(Rs.),Yes,No,No,No,4,2,Red,Poor,230
262,Cocoberry,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3535737,28.5743001,Desserts,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,16
263,Cold Rock Cafe,1,Noida,"Shop 28, Amarpali Princely Estate, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.381327,28.5663929,"Fast Food, Italian, Desserts, Beverages",350,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,12
264,Cook Du Kdu,1,Noida,"124, Block 2, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","Ganga Shopping Complex, Sector 29, Noida",77.3353589,28.5681889,"North Indian, Chinese, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.1,Orange,Average,112
265,Cookie House,1,Noida,"Sector 47, Noida",Sector 47,"Sector 47, Noida",77.3717413,28.5528331,Bakery,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
266,Cooks Cafe - Jaypee Greens,1,Noida,"Jaypee Greens, Surajpur Kasna Road, Greater Noida, Noida","Jaypee Greens, Greater Noida, Noida","Jaypee Greens, Greater Noida, Noida, Noida",77.521526,28.464167,"Continental, North Indian",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,29
267,Costa Coffee,1,Noida,"1st Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32102197,28.56746369,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,64
268,Costa Coffee,1,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3537531,28.574317,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
269,Costa Coffee,1,Noida,"Jaypee Hospital, Wish Town, Gautam Buddha Nagar, Sector 128, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3681524,28.5255885,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
270,Costa Coffee,1,Noida,"36, The Great India Place Mall, Sector 38 A, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3260709,28.5674465,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,110
271,Crazy Noodles,1,Noida,"Sector 2, Noida",Sector 2,"Sector 2, Noida",77.3128979,28.5853521,"Chinese, Thai",1100,Indian Rupees(Rs.),No,Yes,No,No,3,0,White,Not rated,2
272,Crazy Noodles,1,Noida,"3rd Floor, The Great India Place, Sector 38-A, Near Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3264748,28.5678881,"Chinese, Thai",1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.6,Yellow,Good,507
273,Cream Bell,1,Noida,"F-74, Sector 8, Noida",Sector 8,"Sector 8, Noida",77.3227953,28.5960491,Ice Cream,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
274,Cream Bell Scoopers,1,Noida,"Shop 3, I 25, Near Metro Hospital, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.3377445,28.5969468,Ice Cream,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
275,Culinate,1,Noida,"Shop 6-A, B Block Market, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.365506,28.5913835,"Continental, Fast Food, Asian, Italian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,200
276,Cup and Cones,1,Noida,"Shop 24, Amrapali Princely Estate, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3811864,28.5663773,Desserts,150,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,10
277,Cupcakes & More,1,Noida,"408, Mahagun Maestro, Block F-21-A, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.37630514,28.57683772,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
278,Dakshin Platter,1,Noida,"B Block, Sector 2, Noida",Sector 2,"Sector 2, Noida",77.31540769,28.58503529,South Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
279,DCK- Dana Choga's Kitchen,1,Noida,"B-1/52, Central Market, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3620969,28.5702613,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,340
280,Debon,1,Noida,"D-1, Alaknanda Shopping Complex, Sector 28, Noida",Sector 28,"Sector 28, Noida",77.3332434,28.5711287,"Raw Meats, North Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,85
281,Deez Biryani & Kebabs,1,Noida,"P-10, 1st Floor, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32459467,28.56839947,"Biryani, North Indian, Mughlai",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,430
282,Defence Bakery,1,Noida,"30, C Block Market, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.361986,28.5689914,"Bakery, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,117
283,Delhi Biryani Hut,1,Noida,"RN-3-B, Opposite Corporation Bank, Near Fortis Hospital, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3704181,28.6181215,"Biryani, Mughlai",300,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,9
284,Delhi Foods,1,Noida,"F-3, 1st Floor, G Mart, Near Jaypee Hospital, Sector 128, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3715165,28.5164422,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
285,Delhi Mughlai Biryani,1,Noida,"B-35, Sector 63, Noida",Sector 63,"Sector 63, Noida",77.3784944,28.6177586,Biryani,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
286,Deli Chic,1,Noida,"Shop 11, Lower Ground Floor, Paramount Florence Plaza, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",0,0,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
287,Delicacies,1,Noida,"Paramount Floraville, Sector 137, Near, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.40778303,28.50763882,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
288,Delicious Treasure,1,Noida,"E-143 E Block Sector 52, Noida",Sector 52,"Sector 52, Noida",77.3655244,28.5879739,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
289,Delight Food,1,Noida,"Shop 26, D Block Market, Sector 27, Noida",Sector 27,"Sector 27, Noida",0,0,"Italian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
290,Delish BBQ,1,Noida,"Shop 116, Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida, Noida",77.3348778,28.5764412,"North Indian, Chinese, Thai",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,40
291,Desi Galli,1,Noida,"Behind Harsha Mall, Alpha 1, Commercial Belt, Greater Noida, Noida","Harsha Mall, Greater Noida","Harsha Mall, Greater Noida, Noida",77.5127637,28.4720755,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.9,Orange,Average,55
292,Desi Spice,1,Noida,"Shop 3, Sethi Arcade, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3851512,28.5646289,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,10
293,Desi Swag,1,Noida,"Shop 22, Godavari Shopping Complex, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.340025,28.5653117,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.3,Green,Very Good,96
294,Desi Vibes,1,Noida,"G-50, 1st Floor, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32425638,28.5694916,"North Indian, Mughlai",1400,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,2019
295,Dev Food,1,Noida,"B-128, Near MMI School, Sector 26, Noida",Sector 26,"Sector 26, Noida",0,0,"North Indian, South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
296,Dev Food,1,Noida,"House 34 C, Shatabdi Vihar, Sector 61, Noida",Sector 61,"Sector 61, Noida",0,0,"North Indian, South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
297,Dev's Restaurant & Bar,1,Noida,"Plot 16, Block C-58/15A, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3716062,28.6142808,"North Indian, Mughlai, Chinese",1500,Indian Rupees(Rs.),No,Yes,No,No,3,3.1,Orange,Average,56
298,Dhaba at Atta,1,Noida,"G-56, 1st Floor, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32411414,28.56914544,"North Indian, Mughlai",1000,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,477
299,Dhabha 27,1,Noida,"Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3629392,28.5662049,"Mughlai, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,5
300,Dial a Cake,1,Noida,"Sector 62, Noida",Sector 62,"Sector 62, Noida",0,0,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
301,Dietwholic,1,Noida,"H 38, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.3693635,28.5782979,"Healthy Food, North Indian, Chinese, Continental",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,142
302,Dilli 6,1,Noida,"The Residency Hotel, Priya Gold Building, Naya Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3138576,28.5818951,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,84
303,Dilli Bakery,1,Noida,"Shop 22, Amarpali Princely Estate, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3812069,28.5664704,"Bakery, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
304,DIOS The Neighbourhood Bistro,1,Noida,"B-36, Block A, Express Trade Tower 2, Noida-Greater Noida Expressway, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3778856,28.5138115,"Continental, Fast Food, Italian",1300,Indian Rupees(Rs.),Yes,No,No,No,3,4.2,Green,Very Good,108
305,Divine Curries,1,Noida,"FC 23, Film City Noida, Sector 16 A, Near, Sector 16, Noida",Sector 16,"Sector 16, Noida",77.31759,28.5707246,"North Indian, Chinese, South Indian",700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,31
306,Divya Hotal,1,Noida,"Naya Bans, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3146798,28.5806262,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
307,DND,1,Noida,"28B, Ground Floor, Pearls Plaza, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32224271,28.57234745,"North Indian, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,196
308,Doggy Style,1,Noida,"Location Varies, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.33747028,28.58167444,"Continental, Italian",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,33
309,Dolce Gelato,1,Noida,"Ground Floor, Gardens Galleria, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Gardens Galleria, Sector 38 Noida, Noida",77.32148331,28.56493986,"Ice Cream, Beverages, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
310,Dolce Gelato,1,Noida,"2nd Floor, Logix City Center Mall, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3536634,28.5743086,"Ice Cream, Beverages, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
311,Dolce Gelato,1,Noida,"BW-58, Near Noida City Center Metro, Wave City Center, Sector 32, Near Sector 34, Noida",Sector 34,"Sector 34, Noida",77.3536634,28.5743086,"Ice Cream, Beverages, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
312,Dolce Gelato,1,Noida,"Shop 98, Ground Floor, The Great India Place Mall, Sector 38 A, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3265645,28.5680759,"Ice Cream, Beverages, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,8
313,Domino's Pizza,1,Noida,"Shop 114, Ground Floor, MSX Mall, Surajpur Industrial Area, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.527913,28.4583447,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,56
314,Domino's Pizza,1,Noida,"10, Block A-3, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38758132,28.53420826,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.1,Red,Poor,84
315,Domino's Pizza,1,Noida,"Express Trade Towers 2, B-36, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.377632,28.5141905,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.5,Orange,Average,27
316,Domino's Pizza,1,Noida,"C-2/22, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3248877,28.5702822,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.6,Yellow,Good,547
317,Domino's Pizza,1,Noida,"Ground Floor, Botanical Garden, Metro Station, Sector 38, Noida",Sector 38,"Sector 38, Noida",77.334211,28.564222,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,70
318,Domino's Pizza,1,Noida,"Shop 29 & 30, Ground Floor, Shopping Planet, Plot 232A/1, Block C, Sector 48, Noida",Sector 48,"Sector 48, Noida",77.3729825,28.5555542,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.3,Red,Poor,38
319,Domino's Pizza,1,Noida,"B-1/55, Central Market, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3621039,28.5699792,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,161
320,Domino's Pizza,1,Noida,"A-44/45, DLF 3C Galaxy, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37043262,28.62443114,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,118
321,Domino's Pizza,1,Noida,"Shop G-2, Ground Floor, Commercial Complex, RG Residency, Plot GH-2, Opposite Prateek Laurel, Sector 120, Near, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3986498,28.5880007,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
322,Domino's Pizza,1,Noida,"Lower Ground, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3649083,28.5971137,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.4,Red,Poor,98
323,Domino's Pizza,1,Noida,"302-A, 3rd Floor, The Great India Place Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3255549,28.5675098,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,60
324,Donald's Pastry Shop,1,Noida,"J-55, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32413467,28.56784854,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.8,Yellow,Good,402
325,Doon Dhaba,1,Noida,"B Block Market, Near Fortis Hospital, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.370496,28.6181335,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
326,Doosri Mehfil,1,Noida,"D-2C, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32429225,28.57171587,"North Indian, Chinese, Mughlai",950,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.8,Yellow,Good,285
327,Dove And Mouse,1,Noida,"Shop 19, Mahagun Mart, Sector 78, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.387573,28.5639598,"Cafe, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
328,DudeFood,1,Noida,"Village Gijhor, Near Mithas, Sharma Complex, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.3597643,28.5895874,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
329,Dumpty's,1,Noida,"Shop 42, Tejpal Singh Market, Opposite H Block, Sector 63, Noida",Sector 63,"Sector 63, Noida",77.3771889,28.6249999,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
330,Dunkin' Donuts,1,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32144509,28.5674896,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,86
331,Dunkin' Donuts,1,Noida,"SH-52, Plot A-2, Lower Ground Floor, Gardens Galleria, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Gardens Galleria, Sector 38 Noida, Noida",77.3215077,28.5647926,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,481
332,Dunkin' Donuts,1,Noida,"Ground Floor, Gardens Galleria, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Gardens Galleria, Sector 38 Noida, Noida",77.3215389,28.5648218,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
333,Dunkin' Donuts,1,Noida,"Corporate Office, Jubilant Life Sciences Limited, Plot 1A, Sector 16, Noida",Sector 16,"Sector 16, Noida",0,0,"Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
334,DV's Chinese Kitchen,1,Noida,"Near ICICI Bank, GB Nagar, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38743782,28.53383506,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,10
335,Earthen Oven - Fortune Inn Grazia,1,Noida,"Fortune Inn Grazia, Block-I, Plot 1A, Sector 27, Noida","Fortune Inn Grazia, Sector 27, Noida","Fortune Inn Grazia, Sector 27, Noida, Noida",77.3283593,28.5774799,"North Indian, Mughlai",1500,Indian Rupees(Rs.),Yes,No,No,No,3,3.4,Orange,Average,67
336,Eating Point,1,Noida,"D-24, Sector 20, Noida",Sector 20,"Sector 20, Noida",77.3328463,28.5825656,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
337,Eden Kitchen & Bar,1,Noida,"Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3646089,28.5973057,"North Indian, Chinese",2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3.1,Orange,Average,129
338,Elixir Health Cafí©,1,Noida,"10, 1st Floor, Kirtimaan Plaza, Sector 30, Noida",Sector 30,"Sector 30, Noida",77.3408326,28.5724711,"Cafe, Healthy Food, Continental, Italian, Asian",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good,131
339,Engineers Da Dhaba,1,Noida,"Shop 2, Street 1, Aghapur, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.36013662,28.56132431,North Indian,400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,38
340,Essen Foods,1,Noida,"Shop 20, Ashirwad Complex, Opposite PathwaySchool, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36632314,28.53927854,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
341,Essen Foods,1,Noida,"Shop 2, Vill Mamura, Sector 66, Near Sector 59, Noida",Sector 59,"Sector 59, Noida",77.3781674,28.6095755,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
